Region,Country,Prefix,Rate/minute,Our price
South Asia,Afghanistan,93,0.33564,0.51
Western Europe,United Kingdom (Mobile B) MMO2,447955,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447738,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447894,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447840,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447841,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447525,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447736,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447754,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447720,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447921,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447821,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447761,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447801,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447849,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447703,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447526,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447730,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447764,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447834,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447763,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447860,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447802,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447732,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447934,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447712,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447718,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447743,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447716,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447843,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447938,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447753,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478649,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447936,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447706,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447731,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447912,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447783,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447734,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447922,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447850,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447759,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447809,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478733,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447762,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447394,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447523,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447709,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447719,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447715,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447756,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447871,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447701,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447752,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447835,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447793,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447704,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447725,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447751,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447808,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478928,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447784,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447933,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447845,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447851,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447925,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447521,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447749,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447928,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478724,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447106,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447107,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447381,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447382,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447395,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447430,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447431,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447461,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447489,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447499,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447522,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447705,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447707,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447708,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447724,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447729,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447742,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447746,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447750,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447819,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447820,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447842,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447844,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447856,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447857,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447858,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447895,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447902,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447907,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447923,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447926,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447927,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447935,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,447999,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478640,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478641,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478642,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478643,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478645,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478646,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478647,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478648,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478720,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478721,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478723,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478725,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478726,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478728,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478729,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478731,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478732,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478734,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478735,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478736,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478737,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478738,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478739,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478740,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478741,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478742,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478743,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478746,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478747,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478748,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478749,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478923,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478924,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478926,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478927,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478929,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478932,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478934,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478935,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478936,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile B) MMO2,4478937,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447581,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447964,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447974,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447973,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447977,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447980,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447817,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447966,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447970,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447971,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447807,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447837,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447989,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447890,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447976,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447968,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447815,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447866,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447816,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447772,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447814,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447967,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447794,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447854,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447773,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447790,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447530,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447792,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447929,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447870,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447779,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447580,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447969,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447421,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447811,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447583,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447972,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447891,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447855,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447805,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447812,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447791,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447527,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447813,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447875,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447409,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447410,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447416,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447419,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447420,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447422,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447528,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447529,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447531,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447536,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447556,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447579,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447582,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447800,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447896,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447965,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,447975,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,4475320,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,4475321,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,4475322,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,4475323,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile C) Orange,4475324,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447930,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,44794,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447957,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447377,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447954,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447958,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447539,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447497,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447951,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447956,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447494,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447903,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447484,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447432,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447950,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447485,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447847,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447505,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447985,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447984,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447932,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447398,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447939,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447852,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447983,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447960,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447914,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447986,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447908,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447804,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447496,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447931,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447534,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447904,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447507,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447961,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447538,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447434,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447506,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447495,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447981,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447376,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447572,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447952,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447757,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447415,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447498,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447535,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447905,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447962,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447375,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447396,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447399,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447433,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447483,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447486,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447487,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447504,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447508,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447550,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447573,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447574,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447722,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447726,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447758,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447806,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447906,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447910,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447913,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447953,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447959,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447963,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447982,0.02343,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,447987,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,4474587,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,4474656,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,4474657,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile D) T-Mobile,4474658,0.02206,0.04,,,,,,,
Western Europe,United Kingdom (Mobile E),447839,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447911,0.37248,0.56,,,,,,,
Western Europe,United Kingdom (Mobile E),4476,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),447452,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),447457,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447924,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),4474184,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447509,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447700,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447797,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447829,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44730,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),4474172,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),4475371,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),4474883,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),447937,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44736,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),447441,0.24832,0.38,,,,,,,
Western Europe,United Kingdom (Mobile E),4472,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),44711,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44712,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44713,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44714,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44715,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44716,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44717,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44718,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44719,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),44731,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),44732,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),44733,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),44735,0.21728,0.33,,,,,,,
Western Europe,United Kingdom (Mobile E),447100,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447101,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447102,0.3104,0.47,,,,,,,
Western Europe,United Kingdom (Mobile E),447103,0.3104,0.47,,,,,,,
